StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
10	14	GO:0005623	cell	cell	cali
8	20	GO:0051179	localization	localization	localization
22	34	GO:0051179	localisation	localization	f Annexin A7
49	66	GO:0007420	brain development	brain	brain development
79	86	GO:0005634	nucleus	nucleus	kground
92	96	GO:0005623	cell	cell	in A
91	99	GO:0005829	cytosol,	cytosol	xin A7 i
104	113	GO:0003823	antibody.	antigen	ember of 
104	113	GO:0019815	antibody.	B	ember of 
104	113	GO:0042571	antibody.	immunoglobulin	ember of 
125	132	GO:0003675	protein	obsolete	protein
156	162	GO:0005634	nuclei	nucleus	terize
155	170	GO:0005886	plasma membrane	plasma	cterized by its
174	178	GO:0045101	GFAP	obsolete	lity
180	190	GO:0043204	perikaryon	perikaryon	o interact
182	190	GO:0003823	antibody	antigen	interact
182	190	GO:0019815	antibody	B	interact
182	190	GO:0042571	antibody	immunoglobulin	interact
212	219	GO:0003675	protein	obsolete	 the pr
209	224	GO:0097440	apical dendrite	apical	 in the presenc
216	225	GO:0005737	cytoplasm	cytoplasm	 presence
230	236	GO:0005634	nuclei	nucleus	a2+-io
233	245	GO:0032502	development.	developmental	-ions and wh
252	259	GO:0005634	nucleus	nucleus	thought
259	265	GO:0023052	signal	signaling	 to fu
275	281	GO:0005634	nuclei	nucleus	Ca2+-h
279	285	GO:0023052	signal	signaling	-homeo
290	297	GO:0005634	nuclei.	nucleus	s. Resu
298	314	GO:0097440	Apical dendrites	apical	ts from mutant m
359	369	GO:0003823	antibodies	antigen	strocytes.
359	369	GO:0019815	antibodies	B	strocytes.
359	369	GO:0042571	antibodies	immunoglobulin	strocytes.
379	383	GO:0005623	cell	cell	pear
430	438	GO:0003823	antibody	antigen	n develo
430	438	GO:0019815	antibody	B	n develo
430	438	GO:0042571	antibody	immunoglobulin	n develo
426	443	GO:0007420	brain development	brain	brain development
485	490	GO:0005623	cells	cell	sed o
513	517	GO:0005623	Cell	cell	nnex
523	530	GO:0003675	protein	obsolete	protein
530	536	GO:0040007	growth	growth	 durin
552	556	GO:0005623	cell	cell	nesi
544	557	GO:0009793	embryogenesis	embryo	embryogenesis
544	557	GO:0009792	embryogenesis	embryo	embryogenesis
544	557	GO:0009790	embryogenesis	embryo	embryogenesis
565	571	GO:0023052	signal	signaling	develo
608	624	GO:0097440	apical dendrites	apical	e adult mouse br
639	643	GO:0005623	cell	cell	nexi
641	646	GO:0045101	GFAP.	obsolete	xin A
664	669	GO:0005623	cells	cell	cells
670	678	GO:0003823	antibody	antigen	of the d
670	678	GO:0019815	antibody	B	of the d
