StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
12	21	GO:0051323	metaphase	metaphase	ene Check
6	26	GO:0051598	Pachytene Checkpoint	meiotic	Pachytene Checkpoint
45	58	GO:0009793	embryogenesis	embryo	ired for Comp
45	58	GO:0009792	embryogenesis	embryo	ired for Comp
45	58	GO:0009790	embryogenesis	embryo	ired for Comp
65	72	GO:0051321	Meiotic	meiotic	Meiotic
65	72	GO:0007126	Meiotic	meiotic	Meiotic
76	86	GO:0005694	chromosome	chromosome	ombination
81	93	GO:0032502	development,	developmental	ation but No
95	103	GO:0007129	Synapsis	synapsis	Synapsis
95	103	GO:0045202	Synapsis	synapse	Synapsis
101	108	GO:0051321	meiotic	meiotic	is Abst
101	108	GO:0007126	meiotic	meiotic	is Abst
124	131	GO:0051321	meiotic	meiotic	n meios
124	131	GO:0007126	meiotic	meiotic	n meios
126	134	GO:0051321	meiosis,	meiotic	meiosis,
126	134	GO:0007126	meiosis,	meiotic	meiosis,
122	143	GO:0051598	pachytene checkpoint.	meiotic	ian meiosis, homologo
146	156	GO:0005694	chromosome	chromosome	chromosome
157	165	GO:0007129	synapsis	synapsis	synapsis
157	165	GO:0045202	synapsis	synapse	synapsis
152	171	GO:0005711	meiotic chromosomes	obsolete	some synapsis is co
152	171	GO:0000794	meiotic chromosomes	condensed	some synapsis is co
165	173	GO:0007129	synapsis	synapsis	 is coup
165	173	GO:0045202	synapsis	synapse	 is coup
174	179	GO:0005627	ascus	obsolete	ed wi
180	189	GO:0009058	formation	biosynthetic	h recombi
189	198	GO:0000239	pachytene	pachytene	nation. A
239	248	GO:0007129	synapsis.	synapsis	 have che
239	248	GO:0045202	synapsis.	synapse	 have che
251	258	GO:0003675	protein	obsolete	oints t
291	298	GO:0051321	meiotic	meiotic	 proces
291	298	GO:0007126	meiotic	meiotic	 proces
301	317	GO:0051325	(resting) phase.	interphase	. We report that
335	340	GO:0005623	cells	cell	g (Tr
349	358	GO:0000239	pachytene	pachytene	pachytene
358	368	GO:0005694	chromosome	chromosome	 checkpoin
349	369	GO:0051598	pachytene checkpoint	meiotic	pachytene checkpoint
365	376	GO:0005694	chromosomes	chromosome	oint 2 (PCH
369	377	GO:0007129	synapsis	synapsis	 2 (PCH2
369	377	GO:0045202	synapsis	synapse	 2 (PCH2
400	409	GO:0007127	meiosis I	meiosis	nt of the
410	418	GO:0007129	synapsis	synapsis	synapsis
410	418	GO:0045202	synapsis	synapse	synapsis
487	514	GO:0005714	early recombination nodules	early	s required for completion o
509	516	GO:0003675	protein	obsolete	ion of 
516	523	GO:0051321	meiosis	meiotic	meiosis
516	523	GO:0007126	meiosis	meiotic	meiosis
572	580	GO:0000238	zygotene	zygotene	rmatocyt
582	587	GO:0016265	death	death	death
584	592	GO:0007129	synapsis	synapsis	ath in p
584	592	GO:0045202	synapsis	synapse	ath in p
589	598	GO:0009058	formation	biosynthetic	n pachyne
603	613	GO:0005694	chromosome	chromosome	d loss of 
614	622	GO:0007129	synapsis	synapsis	ocytes a
614	622	GO:0045202	synapsis	synapse	ocytes a
629	637	GO:0003823	antibody	antigen	irth. Th
629	637	GO:0019815	antibody	B	irth. Th
629	637	GO:0042571	antibody	immunoglobulin	irth. Th
639	650	GO:0005694	chromosomes	chromosome	chromosomes
658	667	GO:0009058	formation	biosynthetic	nt sperma
675	682	GO:0007129	synapse	synapsis	synapse
675	682	GO:0045202	synapse	synapse	synapse
679	701	GO:0000725	recombinational repair	recombinational	pse fully, yet retain 
702	709	GO:0003675	protein	obsolete	everal 
728	744	GO:0008278	cohesin complex,	cohesin	ation intermedia
774	785	GO:0005694	chromosomes	chromosome	 RPA. These
