StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
53	57	GO:0007568	aged	aging	aged
432	436	GO:0007568	aged	aging	aged
556	560	GO:0007568	aged	aging	aged
600	611	GO:0005694	chromosomes	chromosome	d B10.Q (H-
627	640	GO:0000806	Y chromosome.	Y	he mice in th
988	1000	GO:0005694	(chromosomes	chromosome	f onset on c
999	1009	GO:0005694	chromosome	chromosome	chromosome
996	1014	GO:0003887	Taq DNA Polymerase	DNA-directed	on chromosome 11 (
1051	1062	GO:0005694	(chromosome	chromosome	h a locus c
1123	1133	GO:0005694	chromosome	chromosome	it locus o
1234	1244	GO:0005694	chromosome	chromosome	chromosome
1271	1281	GO:0005694	chromosome	chromosome	 significa
1325	1333	GO:0005202	collagen	obsolete	collagen
1342	1350	GO:0003823	antibody	antigen	antibody
1342	1350	GO:0019815	antibody	B	antibody
1342	1350	GO:0042571	antibody	immunoglobulin	antibody
1376	1386	GO:0005694	chromosome	chromosome	chromosome
1456	1460	GO:0007568	aged	aging	aged
1815	1834	GO:0002377	antibody production	immunoglobulin	more susceptible to
1847	1857	GO:0005694	chromosome	chromosome	than men [
2040	2050	GO:0005694	chromosome	chromosome	suggested 
2130	2140	GO:0005694	chromosome	chromosome	 pregnancy
2166	2173	GO:0004239	mapping	obsolete	postpar
2209	2219	GO:0005694	chromosome	chromosome	 [6,7]. Th
2343	2353	GO:0005694	chromosome	chromosome	disease la
2379	2383	GO:0004617	sera	phosphoglycerate	anim
2409	2417	GO:0003823	antibody	antigen	 for the
2409	2417	GO:0019815	antibody	B	 for the
2409	2417	GO:0042571	antibody	immunoglobulin	 for the
2428	2432	GO:0004617	sera	phosphoglycerate	tion
2460	2470	GO:0005694	chromosome	chromosome	x human di
2506	2518	GO:0006954	inflammation	inflammatory	nological an
2687	2691	GO:0004617	sera	phosphoglycerate	A is
2684	2694	GO:0005694	chromosome	chromosome	 CIA is se
2717	2729	GO:0003823	antibodies),	antigen	ncidence in 
2717	2729	GO:0019815	antibodies),	B	ncidence in 
2717	2729	GO:0042571	antibodies),	immunoglobulin	ncidence in 
2735	2740	GO:0004617	sera,	phosphoglycerate	thoug
2804	2814	GO:0005694	chromosome	chromosome	lead to bo
2878	2888	GO:0005694	chromosome	chromosome	ed than fe
3016	3026	GO:0005694	chromosome	chromosome	nces [9]. 
3304	3314	GO:0005694	chromosome	chromosome	CIA in mic
4063	4073	GO:0005694	chromosome	chromosome	ice (ten m
4092	4102	GO:0005694	chromosome	chromosome	e N2 backc
4121	4131	GO:0005694	chromosome	chromosome	and C57BL/
4196	4200	GO:0007568	aged	aging	aged
4294	4302	GO:0005202	collagen	obsolete	lly obta
4347	4380	GO:0046776	major histocompatibility complex;	suppression	ethesda, MD, USA) and the B10.Q m
4569	4580	GO:0032502	development	developmental	C Barrier a
4926	4936	GO:0005694	chromosome	chromosome	an health 
5116	5129	GO:0000003	(reproduction	reproduction	(reproduction
5259	5269	GO:0005694	chromosome	chromosome	10.Q were 
5262	5273	GO:0005694	chromosomes	chromosome	Q were used
5292	5300	GO:0005202	collagen	obsolete	ier unde
5315	5323	GO:0003823	antibody	antigen	ctive st
5315	5323	GO:0019815	antibody	B	ctive st
5315	5323	GO:0042571	antibody	immunoglobulin	ctive st
5333	5341	GO:0003823	antibody	antigen	each ani
5333	5341	GO:0019815	antibody	B	each ani
5333	5341	GO:0042571	antibody	immunoglobulin	each ani
5354	5360	GO:0007618	mating	mating	mating
5354	5360	GO:1990277	mating	parasexual	mating
5354	5360	GO:0000747	mating	conjugation	mating
5354	5360	GO:0009291	mating	unidirectional	mating
5350	5360	GO:0005694	chromosome	chromosome	our mating
5366	5376	GO:0005694	chromosome	chromosome	tunities. 
5415	5419	GO:0007618	mate	mating	mate
5415	5419	GO:1990277	mate	parasexual	mate
5415	5419	GO:0000747	mate	conjugation	mate
5415	5419	GO:0009291	mate	unidirectional	mate
5458	5464	GO:0007618	mating	mating	mating
5458	5464	GO:1990277	mating	parasexual	mating
5458	5464	GO:0000747	mating	conjugation	mating
5458	5464	GO:0009291	mating	unidirectional	mating
5481	5515	GO:0046776	(major histocompatibility complex)	suppression	(major histocompatibility complex)
5531	5535	GO:0007618	mate	mating	mate
5531	5535	GO:1990277	mate	parasexual	mate
5531	5535	GO:0000747	mate	conjugation	mate
5531	5535	GO:0009291	mate	unidirectional	mate
5570	5576	GO:0007618	mating	mating	mating
5570	5576	GO:1990277	mating	parasexual	mating
5570	5576	GO:0000747	mating	conjugation	mating
5570	5576	GO:0009291	mating	unidirectional	mating
5789	5797	GO:0005202	collagen	obsolete	collagen
5799	5812	GO:0000003	reproduction,	reproduction	ype II (CII) 
6296	6300	GO:0007568	aged	aging	2-po
6470	6482	GO:0006954	inflammation	inflammatory	inflammation
6518	6530	GO:0006954	inflammation"	inflammatory	inflammation
