StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
42	52	GO:0007599	hemostasis	hemostasis	hemostasis
64	72	GO:0005202	collagen	obsolete	sis Abst
128	139	GO:0005694	chromosomes	chromosome	nsequence o
146	156	GO:0008152	metabolism	metabolic	ovascular 
160	168	GO:0005202	collagen	obsolete	ases, th
172	192	GO:0031012	extracellular matrix	extracellular	ading cause of morta
193	201	GO:0003675	proteins	obsolete	ity and 
246	255	GO:0005202	collagen,	obsolete	use strai
301	312	GO:0007599	haemostasis	hemostasis	in suscepti
322	332	GO:0009058	formation.	biosynthetic	obesity, a
333	341	GO:0005202	Collagen	obsolete	heroscle
388	399	GO:0005694	chromosomes	chromosome	clear how t
445	453	GO:0005202	collagen	obsolete	hways kn
484	495	GO:0007599	hemostasis.	hemostasis	hemostasis.
506	514	GO:0005202	Collagen	obsolete	ive of t
555	565	GO:0007599	hemostasis	hemostasis	hemostasis
639	650	GO:0005694	chromosomes	chromosome	chromosomes
649	658	GO:0005202	collagen.	obsolete	s in the 
758	769	GO:0007599	hemostasis.	hemostasis	hemostasis.
904	914	GO:0007599	hemostatic	hemostasis	e vessel o
972	981	GO:0005202	collagen.	obsolete	rs for th
994	1005	GO:0007599	hemostasis,	hemostasis	hemostasis,
1013	1021	GO:0005202	collagen	obsolete	termined
1085	1095	GO:0005694	chromosome	chromosome	chromosome
1122	1133	GO:0005694	chromosomes	chromosome	chromosomes
1197	1208	GO:0050817	coagulation	coagulation	l bleeding 
1215	1225	GO:0005694	chromosome	chromosome	Results Th
1266	1277	GO:0005694	chromosomes	chromosome	sed in the 
1368	1379	GO:0005694	chromosomes	chromosome	rebleeding 
1377	1388	GO:0007599	hemostasis,	hemostasis	g time was 
1392	1403	GO:0005694	chromosomes	chromosome	edly increa
1427	1435	GO:0003675	protein,	obsolete	ared to 
1441	1453	GO:0005694	chromosomes,	chromosome	6J mice. Coa
1450	1461	GO:0050817	Coagulation	coagulation	Coagulation
1469	1477	GO:0003675	proteins	obsolete	nd tail 
1478	1488	GO:0007599	hemostasis	hemostasis	orphology 
1493	1503	GO:0005694	chromosome	chromosome	similar, b
1511	1519	GO:0005202	collagen	obsolete	collagen
1541	1550	GO:0000496	base pair	base	 A/J than
1572	1582	GO:0005694	chromosome	chromosome	chromosome
1669	1679	GO:0065007	regulatory	biological	ncreased r
1707	1716	GO:0009058	formation	biosynthetic	similar t
1737	1749	GO:0005694	chromosomes,	chromosome	rosomic for 
1749	1760	GO:0005694	chromosomes	chromosome	chromosomes
1835	1845	GO:0005694	chromosome	chromosome	chromosome
1880	1887	GO:0031430	midline	M	nd B6-C
1893	1905	GO:0005694	chromosomes,	chromosome	J, were cros
1968	1977	GO:0009058	formation	biosynthetic	 progeny.
2038	2058	GO:0070527	platelet aggregation	platelet	erial thrombosis and
2059	2070	GO:0007599	haemostasis	hemostasis	haemostasis
2098	2106	GO:0005202	collagen	obsolete	C57BL/an
