StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
17	24	GO:0023052	signal,	signaling	of the 
84	93	GO:0097194	apoptosis	execution	genesis A
84	93	GO:0006915	apoptosis	apoptotic	genesis A
109	118	GO:0023052	signaling	signaling	phogeneti
110	124	GO:0051216	chondrogenesis	cartilage	hogenetic prot
129	141	GO:0001503	osteogenesis	ossification	BMP) family 
162	167	GO:0005623	cells	cell	P2, B
173	182	GO:0023052	signaling	signaling	nd BMP7, 
199	209	GO:0097194	apoptosis.	execution	oughout li
199	209	GO:0006915	apoptosis.	apoptotic	oughout li
190	216	GO:0001649	osteoblast differentiation	osteoblast	essed throughout limb deve
207	224	GO:0060173	limb development.	limb	limb development.
248	256	GO:0005202	collagen	obsolete	ed in ea
380	389	GO:0009058	formation	biosynthetic	ic lethal
370	396	GO:0001649	osteoblast differentiation	osteoblast	ly embryonic lethality, pa
382	404	GO:0006915	induction of apoptosis	apoptotic	 lethality, particular
401	415	GO:0051216	chondrogenesis	cartilage	larly for Bmp2
420	432	GO:0001503	osteogenesis	ossification	Bmp4, and wi
477	492	GO:0010467	gene expression	gene	 it has been di
491	500	GO:0097194	apoptosis	execution	ifficult 
491	500	GO:0006915	apoptosis	apoptotic	ifficult 
496	505	GO:0023052	signaling	signaling	ult to de
508	513	GO:0005623	cells	cell	her t
528	538	GO:0008219	cell death	cell	es of thes
581	598	GO:0060173	limb development.	limb	limb development.
604	613	GO:0005202	collagen,	obsolete	rcumvent 
599	613	GO:0051216	Chondrogenesis	cartilage	To circumvent 
676	685	GO:0023052	Signaling	signaling	king one 
692	698	GO:0023052	signal	signaling	 of th
690	699	GO:0023052	signaling	signaling	re of the
704	713	GO:0005202	collagen,	obsolete	Ps, using
733	738	GO:0005623	cells	cell	 in t
756	766	GO:0097194	apoptosis,	execution	d Bmp4 to 
756	766	GO:0006915	apoptosis,	apoptotic	d Bmp4 to 
849	858	GO:0023052	Signaling	signaling	ons, our 
863	883	GO:0001501	Skeletal Development	skeletal	ts indicate that BMP
884	892	GO:0005202	collagen	obsolete	 neither
905	914	GO:0023052	signaling	signaling	dary sign
910	917	GO:0023052	signals	signaling	signals
928	937	GO:0097194	apoptotic	execution	 of Sonic
928	937	GO:0006915	apoptotic	apoptotic	 of Sonic
938	943	GO:0016265	death	death	Hedgh
951	960	GO:0023052	signaling	signaling	 in patte
998	1005	GO:0023052	signals	signaling	signals
1026	1033	GO:0003675	protein	obsolete	l mesen
1046	1055	GO:0023052	signaling	signaling	ifying di
1069	1083	GO:0051216	chondrogenesis	cartilage	We do find tha
1110	1119	GO:0023052	signaling	signaling	signaling
1120	1125	GO:0005623	cells	cell	is re
1140	1146	GO:0023052	signal	signaling	onset 
1149	1164	GO:0051216	chondrogenesis,	cartilage	chondrogenesis,
1171	1180	GO:0009058	formation	biosynthetic	nce some 
1228	1235	GO:0023052	signals	signaling	 defici
1283	1318	GO:0090269	fibroblast growth factor production	fibroblast	nsations that do form, subsequent c
1360	1377	GO:0060173	limb development,	limb	lly even in the a
1455	1482	GO:0002062	chondrocyte differentiation	chondrocyte	f both BMP2 and BMP4 result
1510	1523	GO:0001503	osteogenesis.	ossification	osteogenesis.
1512	1536	GO:0005104	fibroblast growth factor	fibroblast	teogenesis. Synopsis A g
1539	1551	GO:0001503	Osteogenesis	ossification	p of related
1554	1563	GO:0023052	signaling	signaling	gnaling m
1567	1582	GO:0051216	chondrogenesis,	cartilage	ules called bon
1582	1593	GO:0032502	Development	developmental	e morphogen
1629	1638	GO:0023052	signaling	signaling	ay import
1646	1660	GO:0051216	chondrogenesis	cartilage	s in the forma
1655	1664	GO:0009058	formation	biosynthetic	formation
1679	1693	GO:0051216	chondrogenesis	cartilage	res such as th
1708	1728	GO:0007165	signal transduction,	signal	r, because different
1788	1793	GO:0005623	cells	cell	cells
1841	1851	GO:0023052	signaling,	signaling	embryo and
1860	1873	GO:0001503	osteogenesis.	ossification	n be redundan
1878	1887	GO:0023052	Signaling	signaling	h one ano
1892	1909	GO:0007389	Pattern Formation	pattern	 removal of any s
1892	1909	GO:0003002	Pattern Formation	regionalization	 removal of any s
1927	1944	GO:0060173	limb development,	limb	e BMP family may 
1940	1949	GO:0023052	signaling	signaling	may not r
2001	2007	GO:0023052	signal	signaling	develo
2001	2013	GO:0032502	development.	developmental	development.
2074	2081	GO:0023052	signals	signaling	ing pai
2091	2100	GO:0023052	signaling	signaling	e factors
2162	2184	GO:0001502	cartilage condensation	cartilage	ping limb. Although so
2214	2221	GO:0023052	signals	signaling	signals
2265	2274	GO:0023052	signaling	signaling	ning” the
2301	2310	GO:0023052	signaling	signaling	imb, we f
2314	2319	GO:0005623	cells	cell	no ev
2342	2348	GO:0023052	signal	signaling	 We do
2355	2375	GO:0060173	limb bud development	limb	however, that a mini
2391	2397	GO:0023052	signal	signaling	P sign
2467	2479	GO:0001503	osteogenesis	ossification	s fail to fo
2481	2495	GO:0051216	chondrogenesis	cartilage	 in limbs defi
2517	2531	GO:0001503	bone formation	ossification	 BMP4. Moreove
2525	2532	GO:0023052	signals	signaling	oreover
2545	2554	GO:0023052	signaling	signaling	nce of th
2554	2564	GO:0005694	chromosome	chromosome	ese two BM
2565	2576	GO:0005694	(Chromosome	chromosome	 family mem
2616	2627	GO:0032502	development	developmental	e developme
2620	2635	GO:0051216	chondrogenesis.	cartilage	velopment of bo
2676	2685	GO:0023052	signaling	signaling	 limbs. T
2715	2729	GO:0051216	chondrogenesis	cartilage	insight into t
2749	2756	GO:0023052	signals	signaling	P signa
2744	2759	GO:0051216	chondrogenesis,	cartilage	se BMP signals 
2851	2863	GO:0001503	Osteogenesis	ossification	e secreted s
2920	2934	GO:0001503	Bone formation	ossification	actor β superf
2947	2952	GO:0005623	cells	cell	ally 
2984	2999	GO:0001503	bone formation,	ossification	 ability to ind
3003	3012	GO:0023052	signaling	signaling	ectopic b
3009	3019	GO:0008152	metabolism	metabolic	c bone for
3024	3034	GO:0005694	chromosome	chromosome	n when imp
