StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
28	36	GO:0030431	diapause	sleep	disrupti
95	100	GO:0005623	cells	cell	act B
141	147	GO:0005623	cells,	cell	ne (ES
190	198	GO:0003675	protein,	obsolete	protein,
199	204	GO:0004617	Serum	phosphoglycerate	is sp
211	223	GO:0032502	development,	developmental	lly expresse
279	285	GO:0005623	cells.	cell	cells.
409	422	GO:0051179	localizations	localization	localizations
417	429	GO:0051179	Localization	localization	tions or phy
428	439	GO:0032502	development	developmental	ysiological
452	462	GO:0005694	chromosome	chromosome	ve not bee
454	464	GO:0009058	formation.	biosynthetic	 not been 
486	491	GO:0005623	cells	cell	Blast
518	522	GO:0005623	cell	cell	taba
554	564	GO:0000496	base pairs	base	ne. We ide
588	592	GO:0005623	cell	cell	l ar
652	657	GO:0005623	cells	cell	onal 
656	661	GO:0005623	cells	cell	 ESG1
711	721	GO:0005694	chromosome	chromosome	chromosome
756	760	GO:0005623	cell	cell	d a 
784	790	GO:0005623	cells.	cell	ons, i
875	880	GO:0005623	cells	cell	e, bu
878	888	GO:0005694	chromosome	chromosome	but not th
940	946	GO:0005623	cells.	cell	promot
976	981	GO:0005623	cells	cell	d ES 
981	986	GO:0005623	cells	cell	cells
993	998	GO:0005623	cells	cell	ifera
997	1002	GO:0005623	cells	cell	ase r
1021	1027	GO:0005623	cells,	cell	tudy t
1040	1045	GO:0005623	cells	cell	cal f
1073	1078	GO:0005623	cells	cell	e rep
1085	1097	GO:0032502	development,	developmental	his sequence
1086	1097	GO:0032502	Development	developmental	is sequence
1104	1109	GO:0005623	cells	cell	cells
1108	1118	GO:0009058	formation,	biosynthetic	s with a β
1126	1130	GO:0005623	cell	cell	sett
1301	1306	GO:0005623	cells	cell	cells
1468	1481	GO:0051179	localizations	localization	es confirmed 
1510	1516	GO:0005623	cells.	cell	cells.
1526	1531	GO:0005623	cells	cell	cells
1525	1535	GO:0007586	digestion,	digestion	 cells dem
1620	1624	GO:0005623	cell	cell	 ESG
1626	1636	GO:0000496	base pairs	base	gene, toge
1685	1695	GO:0005694	chromosome	chromosome	chromosome
1731	1741	GO:0000496	base pairs	base	in pluripo
1746	1751	GO:0005623	cells	cell	cells
1811	1816	GO:0005623	cells	cell	cells
1880	1885	GO:0005623	cells	cell	cells
1893	1898	GO:0031672	bands	A	rst d
1975	1980	GO:0005623	cells	cell	cells
