StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
25	37	GO:0051179	localization	localization	localization
36	45	GO:0009058	formation	biosynthetic	n of anne
58	66	GO:0016020	membrane	membrane	telets a
54	75	GO:0061024	membrane organization	membrane	 platelets and red bl
83	95	GO:0045121	lipid rafts,	membrane	s: Insights 
202	208	GO:0005623	cells.	cell	protei
202	209	GO:0003675	protein	obsolete	protein
208	217	GO:0016020	membranes	membrane	n express
212	220	GO:0016020	membrane	membrane	pressed 
251	256	GO:0005623	cells	cell	ch is
287	296	GO:0031982	vesicles,	vesicle	rane fusi
283	298	GO:0061025	membrane fusion	membrane	membrane fusion
313	322	GO:0003675	proteins.	obsolete	ently the
323	329	GO:0005623	cells.	cell	47 kDa
358	367	GO:0016020	membranes	membrane	in erythr
377	390	GO:0005856	cytoskeleton.	cytoskeleton	re it was pro
420	427	GO:0031941	F-actin	filamentous	 the pr
423	433	GO:0045121	lipid raft	membrane	e process 
431	436	GO:0005623	cells	cell	s of 
455	462	GO:0031982	vesicle	vesicle	vesicle
467	475	GO:0003675	proteins	obsolete	ase, a p
518	523	GO:0005623	cells	cell	tect 
559	567	GO:0016020	membrane	membrane	example 
566	576	GO:0045121	lipid raft	membrane	 complemen
577	585	GO:0003675	proteins	obsolete	 compone
718	730	GO:0045121	lipid rafts.	membrane	ated vesicul
729	737	GO:0016020	membrane	membrane	lation p
736	744	GO:0003675	proteins	obsolete	process 
751	771	GO:0070527	Platelet aggregation	platelet	 impaired. Also, the
772	793	GO:0061024	membrane organization	membrane	membrane organization
784	801	GO:0006900	vesicle formation	membrane	anization appeare
831	840	GO:0046903	secretion	secretion	sed using
851	862	GO:0050817	Coagulation	coagulation	ractionatio
951	961	GO:0046903	secretion,	secretion	 resistanc
946	964	GO:0005886	cellular membrane.	plasma	motic resistance o
957	965	GO:0016020	membrane	membrane	tance of
960	980	GO:0070527	platelet aggregation	platelet	ce of red blood cell
979	984	GO:0019835	lysis	cytolysis	ls. A
1003	1018	GO:0061025	membrane fusion	membrane	identified in p
1037	1042	GO:0005623	cells	cell	cells
1156	1163	GO:0007114	budding	cell	atelets
1182	1191	GO:0031982	vesicles.	vesicle	r to rule
1231	1246	GO:0061025	membrane fusion	membrane	membrane fusion
1255	1264	GO:0009058	formation	biosynthetic	s occurri
1288	1302	GO:0045121	membrane rafts	membrane	nstead the pro
1299	1306	GO:0003675	protein	obsolete	protein
1352	1360	GO:0016020	membrane	membrane	membrane
