StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
33	38	GO:0005623	cells	cell	matin
35	46	GO:0005694	chromosomes	chromosome	tin Organiz
23	51	GO:0070828	Heterochromatin Organization	heterochromatin	Heterochromatin Organization
71	77	GO:0005623	cells,	cell	yonic 
73	79	GO:0005623	cells,	cell	nic Ce
78	89	GO:0005694	chromosomes	chromosome	ells Abstra
87	91	GO:0005623	cell	cell	ract
109	121	GO:0032502	development,	developmental	development,
122	131	GO:0000785	chromatin	chromatin	chromatin
125	138	GO:0010369	chromocenters	chromocenter	omatin dynami
146	156	GO:0051325	interphase	interphase	pigenetic 
155	160	GO:0005623	cells	cell	 mark
157	164	GO:0005634	nucleus	nucleus	arking 
198	204	GO:0005623	cells,	cell	ming. 
232	237	GO:0005623	cells	cell	tant 
250	268	GO:0031497	chromatin assembly	chromatin	chromatin assembly
269	274	GO:0005623	cells	cell	machi
304	310	GO:0005623	cells,	cell	ze the
323	339	GO:0006401	RNA degradation.	RNA	matin assembly f
343	348	GO:0005623	cells	cell	r 1 (
348	352	GO:0005623	cell	cell	CAF-
339	366	GO:0005721	pericentric heterochromatin	pericentric	actor 1 (CAF-1) during pre-
339	367	GO:0070828	heterochromatin organization	heterochromatin	actor 1 (CAF-1) during pre-i
368	376	GO:0023052	signals.	signaling	plantati
379	391	GO:0032502	development,	developmental	development,
390	396	GO:0005623	cells,	cell	, we g
417	426	GO:0000785	chromatin	chromatin	 carrying
427	435	GO:0003675	proteins	obsolete	a target
441	447	GO:0005623	cells;	cell	ation 
457	461	GO:0005488	bind	binding	e en
474	483	GO:0003823	antibody;	antigen	rge subun
474	483	GO:0019815	antibody;	B	rge subun
474	483	GO:0042571	antibody;	immunoglobulin	rge subun
484	493	GO:0000785	chromatin	chromatin	t, p150CA
489	500	GO:0005694	chromosomes	chromosome	50CAF-1. Lo
502	516	GO:0010369	chromocenters,	chromocenter	 of p150CAF-1 
556	561	GO:0005623	cells	cell	ntal 
556	571	GO:0000792	heterochromatin	heterochromatin	ntal arrest at 
615	620	GO:0005623	cells	cell	hese 
614	621	GO:0003675	protein	obsolete	these e
627	631	GO:0016246	RNAi	RNA	 res
637	655	GO:0034399	nuclear periphery.	nuclear	n severe alteratio
652	657	GO:0005623	cells	cell	tions
665	685	GO:0006997	nuclear organization	nucleus	nuclear organization
690	696	GO:0005623	cells.	cell	onstit
680	698	GO:0034399	nuclear periphery,	nuclear	ation of constitut
703	710	GO:0003675	protein	obsolete	eteroch
712	717	GO:0005623	cells	cell	matin
702	718	GO:0000792	heterochromatin.	heterochromatin	heterochromatin.
753	762	GO:0000785	chromatin	chromatin	ype embry
760	765	GO:0005623	cells	cell	ryos,
764	771	GO:0005634	nucleus	nucleus	, heter
762	776	GO:0051301	cell divisions	cell	os, heterochro
766	789	GO:1990343	heterochromatin domains	heterochromatin	heterochromatin domains
834	839	GO:0005623	cells	cell	cell 
836	856	GO:0006997	nuclear organization	nucleus	ll and blastocyst st
858	865	GO:0005634	nucleus	nucleus	es. In 
860	875	GO:0000792	heterochromatin	heterochromatin	. In p150CAF-1 
864	877	GO:0010369	chromocenters	chromocenter	 p150CAF-1 mu
901	907	GO:0005634	nuclei	nucleus	os, th
933	948	GO:0000792	heterochromatin	heterochromatin	heterochromatin
947	951	GO:0016246	RNAi	RNA	n di
930	958	GO:0005721	Pericentric heterochromatin,	pericentric	of heterochromatin displays 
955	959	GO:0003892	PCNA	obsolete	ys s
973	980	GO:0023052	signals	signaling	 the st
962	996	GO:0003892	proliferating cell nuclear antigen	obsolete	larities to the structure of heter
991	1006	GO:0000792	heterochromatin	heterochromatin	heterochromatin
1003	1008	GO:0005623	cells	cell	tin i
995	1011	GO:0000792	heterochromatin,	heterochromatin	rochromatin in t
1026	1030	GO:0016246	RNAi	RNA	l st
1033	1049	GO:0016246	RNA interference	RNA	 wild-type embry
