StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
46	58	GO:0030016	myofibrillar	myofibril	etabolic Der
45	60	GO:0010467	gene expression	gene	Metabolic Deran
105	113	GO:0043495	anchored	protein	Control 
103	115	GO:0030016	myofibrillar	myofibril	t Control an
152	158	GO:0033867	fasted	Fas-activated	 encod
166	181	GO:0006351	transcriptional	transcription,	transcriptional
167	188	GO:0008152	metabolism, processes	metabolic	ranscriptional coacti
178	202	GO:0019395	fatty acid and oxidation	fatty	nal coactivator peroxiso
194	204	GO:0005777	peroxisome	peroxisome	peroxisome
191	211	GO:0035640	exploratory behavior	exploration	or peroxisome prolif
287	293	GO:0033867	fasted	Fas-activated	C-1α n
294	298	GO:0005623	cell	cell	ll (
302	309	GO:0003675	protein	obsolete	1α−/−) 
300	312	GO:0005739	mitochondria	mitochondrion	C-1α−/−) mic
316	326	GO:0030016	myofibrils	myofibril	re viable.
311	326	GO:0010467	Gene expression	gene	ce were viable.
336	340	GO:0005623	cell	cell	exte
357	362	GO:0005623	cells	cell	 reve
454	464	GO:0008152	metabolism	metabolic	stnatal gr
462	468	GO:0040007	growth	growth	growth
467	471	GO:0005623	Cell	cell	h of
472	476	GO:0019013	Core	viral	hear
465	481	GO:0009409	response to cold	response	wth of heart and
481	485	GO:0007568	ages	aging	 slo
495	507	GO:0009461	cytochrome C	obsolete	keletal musc
495	507	GO:0045155	cytochrome C	electron	keletal musc
515	521	GO:0040007	growth	growth	ns wit
523	527	GO:0005623	cell	cell	high
518	530	GO:0016467	ATP synthase	obsolete	with high mi
518	530	GO:0016468	ATP synthase	obsolete	with high mi
544	554	GO:0045157	cytochrome	electron	ergy deman
544	554	GO:0009458	cytochrome	obsolete	ergy deman
544	554	GO:0045158	cytochrome	electron	ergy deman
544	554	GO:0009459	cytochrome	obsolete	ergy deman
544	554	GO:0045154	cytochrome	electron	ergy deman
544	554	GO:0045153	cytochrome	electron	ergy deman
544	554	GO:0045155	cytochrome	electron	ergy deman
544	554	GO:0045156	cytochrome	electron	ergy deman
584	592	GO:0003675	proteins	obsolete	ce. With
631	642	GO:0007585	respiration	respiratory	ally increa
631	642	GO:0045333	respiration	cellular	ally increa
793	804	GO:0007585	respiration	respiratory	 PGC-1α−/− 
793	804	GO:0045333	respiration	cellular	 PGC-1α−/− 
813	833	GO:0014823	response to exercise	response	ding to reduced musc
829	834	GO:0007618	mated	mating	muscl
829	834	GO:1990277	mated	parasexual	muscl
829	834	GO:0000747	mated	conjugation	muscl
829	834	GO:0009291	mated	unidirectional	muscl
823	837	GO:0001966	(thigmotaxis),	thigmotaxis	duced muscle p
852	856	GO:0019013	Core	viral	exer
864	879	GO:0010467	gene expression	gene	acity. PGC-1α−/
912	916	GO:0019013	Core	viral	n in
934	954	GO:0019395	fatty acid oxidation	fatty	related largely to a
953	964	GO:0007585	respiration	respiratory	abnormal co
953	964	GO:0045333	respiration	cellular	abnormal co
968	988	GO:0019395	Fatty acid oxidation	fatty	l of heart rate. The
