StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
22	27	GO:0005623	cells	cell	zatio
55	62	GO:0003675	protein	obsolete	n prote
57	65	GO:0003675	protein,	obsolete	protein,
91	106	GO:0010467	gene expression	gene	n retinal photo
165	190	GO:0048468	terminal differentiation,	cell	) domains are ~70 residue
185	200	GO:0006351	transcriptional	transcription,	sidues long and
208	213	GO:0005623	cells	cell	en re
208	215	GO:0003675	protein	obsolete	en repo
227	235	GO:0003823	antibody	antigen	on prote
227	235	GO:0019815	antibody	B	on prote
227	235	GO:0042571	antibody	immunoglobulin	on prote
228	243	GO:0006351	transcriptional	transcription,	n protein-prote
272	286	GO:0016458	gene silencing	gene	domain is foun
303	310	GO:0005634	nucleus	nucleus	er of p
309	318	GO:0003675	proteins,	obsolete	proteins,
318	323	GO:0005623	cells	cell	 incl
331	340	GO:0000785	chromatin	chromatin	lycomb gr
340	355	GO:0006351	transcriptional	transcription,	oup (PcG) prote
350	358	GO:0003675	proteins	obsolete	proteins
379	385	GO:0023052	signal	signaling	cripti
456	471	GO:0006351	transcriptional	transcription,	rization of a n
482	487	GO:0005623	cells	cell	main-
562	566	GO:0031672	band	A	ors 
543	576	GO:0017053	transcriptional repressor complex	transcriptional	retinal photoreceptors and the pi
588	614	GO:0008594	photoreceptor development.	photoreceptor	nd is designated mouse mr-
635	650	GO:0006351	transcriptional	transcription,	domain protein)
642	651	GO:0003675	protein).	obsolete	protein).
662	677	GO:0006351	transcriptional	transcription,	-s is evolution
667	680	GO:0006351	transcription	transcription,	 evolutionari
726	736	GO:0065007	Regulation	biological	anisms thr
745	758	GO:0006351	transcription	transcription,	h the mechani
754	767	GO:0006351	transcription	transcription,	hanism of pho
767	780	GO:0006351	transcription	transcription,	toreceptor de
764	789	GO:0008594	photoreceptor development	photoreceptor	photoreceptor development
825	840	GO:0006351	transcriptional	transcription,	tic analysis su
839	868	GO:0043565	sequence-specific DNA binding	sequence-specific	uggests that the SAM domain o
863	888	GO:0008594	photoreceptor development	photoreceptor	ain of mr-s is most close
898	905	GO:0003675	protein	obsolete	 to a m
904	909	GO:0005488	binds	binding	mouse
918	922	GO:0005623	Cell	cell	otic
928	941	GO:0006351	transcription	transcription,	ortholog, Mph
956	961	GO:0005623	cells	cell	is kn
1002	1009	GO:0003675	protein	obsolete	 chroma
1003	1027	GO:0016568	chromatin modifications.	chromatin	chromatin modifications.
1066	1071	GO:0004617	serum	phosphoglycerate	 that
1066	1074	GO:0003675	protein.	obsolete	 that mr
1100	1129	GO:0043565	sequence-specific DNA binding	sequence-specific	e by regulating gene expressi
1116	1131	GO:0010467	gene expression	gene	gene expression
1125	1144	GO:0047712	luciferase activity	Cypridina-luciferin	ession in photorece
1125	1144	GO:0045289	luciferase activity	luciferin	ession in photorece
1125	1144	GO:0047077	luciferase activity	Photinus-luciferin	ession in photorece
1125	1144	GO:0050397	luciferase activity	Watasenia-luciferin	ession in photorece
1125	1144	GO:0050248	luciferase activity	Renilla-luciferin	ession in photorece
1141	1155	GO:0006351	transcription,	transcription,	eceptor develo
1135	1161	GO:0008594	photoreceptor development.	photoreceptor	photoreceptor development.
1163	1169	GO:0023052	signal	signaling	r-s is
1164	1169	GO:0005623	cells	cell	-s is
1165	1172	GO:0005488	binding	binding	s is pr
1259	1274	GO:0006351	transcriptional	transcription,	eptors undergo 
1277	1282	GO:0005623	cells	cell	minal
1276	1291	GO:0006351	transcriptional	transcription,	rminal differen
1274	1299	GO:0048468	terminal differentiation,	cell	terminal differentiation,
1291	1303	GO:0035282	segmentation	segmentation	tiation, and
1323	1328	GO:0005623	cells	cell	 glan
1318	1333	GO:0006351	transcriptional	transcription,	ineal gland. Tr
1333	1340	GO:0003675	protein	obsolete	anscrip
1331	1344	GO:0006351	Transcription	transcription,	Transcription
1354	1362	GO:0003675	proteins	obsolete	s direct
1375	1384	GO:0003675	protein).	obsolete	by the co
1372	1387	GO:2000144	transactivation	positive	ed by the cone-
1382	1389	GO:0005634	nucleus	nucleus	cone-ro
1412	1418	GO:0005623	cells.	cell	rx. Im
1415	1424	GO:0003675	proteins,	obsolete	 Immunopr
1408	1430	GO:0006413	translation initiation	translational	in Crx. Immunoprecipit
1427	1440	GO:0006351	transcription	transcription,	pitation assa
1463	1470	GO:0003675	protein	obsolete	protein
1467	1486	GO:0047712	luciferase activity	Cypridina-luciferin	ein self-associates
1467	1486	GO:0045289	luciferase activity	luciferin	ein self-associates
1467	1486	GO:0047077	luciferase activity	Photinus-luciferin	ein self-associates
1467	1486	GO:0050397	luciferase activity	Watasenia-luciferin	ein self-associates
1467	1486	GO:0050248	luciferase activity	Renilla-luciferin	ein self-associates
1509	1516	GO:0003675	protein	obsolete	 domain
1523	1528	GO:0005623	cells	cell	ning 
1522	1533	GO:0003677	DNA binding	DNA	ining regio
1531	1546	GO:0006351	transcriptional	transcription,	ion as well as 
1559	1566	GO:0003675	protein	obsolete	protein
1549	1568	GO:0047712	luciferase activity	Cypridina-luciferin	 The mr-s protein l
1549	1568	GO:0045289	luciferase activity	luciferin	 The mr-s protein l
1549	1568	GO:0047077	luciferase activity	Photinus-luciferin	 The mr-s protein l
1549	1568	GO:0050397	luciferase activity	Watasenia-luciferin	 The mr-s protein l
1549	1568	GO:0050248	luciferase activity	Renilla-luciferin	 The mr-s protein l
1591	1599	GO:0005634	nucleus,	nucleus	nucleus,
1587	1600	GO:0006351	transcription	transcription,	the nucleus, 
1603	1609	GO:0005623	cells,	cell	n mr-s
1638	1644	GO:0005623	cells.	cell	cells.
1651	1657	GO:0005623	cells.	cell	er, in
1645	1658	GO:0006351	transcription	transcription,	Moreover, in 
1653	1668	GO:0006351	transcriptional	transcription,	, in the lucife
1684	1692	GO:0016020	membrane	membrane	found th
1692	1699	GO:0003675	protein	obsolete	at mr-s
1735	1739	GO:0005623	cell	cell	omai
1756	1771	GO:0006351	transcriptional	transcription,	transcriptional
1765	1778	GO:0006351	transcription	transcription,	tional repres
1780	1787	GO:0003675	protein	obsolete	r. We r
1775	1788	GO:0005622	intracellular	intracellular	ressor. We re
1786	1797	GO:0003677	DNA binding	DNA	revealed th
1808	1814	GO:0005623	cells,	cell	ession
1832	1836	GO:0005623	cell	cell	is n
1830	1845	GO:0006351	transcriptional	transcription,	s is not due to
1846	1854	GO:0003675	proteins	obsolete	a homoph
1863	1876	GO:0006351	transcription	transcription,	raction throu
1896	1907	GO:0003677	DNA binding	DNA	t to the C-
2005	2020	GO:0006351	transcriptional	transcription,	retinal photore
2037	2044	GO:0003675	protein	obsolete	l gland
2044	2050	GO:0023052	signal	signaling	. Base
2053	2058	GO:0005623	cells	cell	n its
2099	2104	GO:0005623	cells	cell	sis, 
2089	2104	GO:0006351	transcriptional	transcription,	ical analysis, 
2112	2118	GO:0023052	signal	signaling	ct tha
2107	2126	GO:0047712	luciferase activity	Cypridina-luciferin	predict that mr-s m
2107	2126	GO:0045289	luciferase activity	luciferin	predict that mr-s m
2107	2126	GO:0047077	luciferase activity	Photinus-luciferin	predict that mr-s m
2107	2126	GO:0050397	luciferase activity	Watasenia-luciferin	predict that mr-s m
2107	2126	GO:0050248	luciferase activity	Renilla-luciferin	predict that mr-s m
2143	2158	GO:0006351	transcriptional	transcription,	transcriptional
2157	2164	GO:0005488	binding	binding	l repre
2162	2177	GO:0006351	transcriptional	transcription,	ressor in photo
2236	2243	GO:0003675	protein	obsolete	kground
2251	2262	GO:0032502	development	developmental	development
2307	2311	GO:0005623	cell	cell	cell
2316	2331	GO:0006351	transcriptional	transcription,	s is generated 
2342	2350	GO:0003675	protein.	obsolete	 of mult
2370	2377	GO:0003675	protein	obsolete	enitor 
2367	2380	GO:0051179	localizations	localization	rogenitor cel
2391	2397	GO:0005623	cells,	cell	hese c
2396	2400	GO:0005623	cell	cell	cell
2404	2419	GO:0006351	transcriptional	transcription,	es, photorecept
2412	2426	GO:0006351	transcription.	transcription,	oreceptors acc
2451	2456	GO:0005623	cells	cell	cells
2458	2463	GO:0005623	cells	cell	n the
2513	2519	GO:0004239	mapped	obsolete	photor
2523	2533	GO:0005694	chromosome	chromosome	tors, rods
2557	2563	GO:0004239	mapped	obsolete	sors o
2567	2577	GO:0005694	chromosome	chromosome	m light, w
2564	2579	GO:0006351	transcriptional	transcription,	 dim light, whi
2609	2617	GO:0003675	protein,	obsolete	ght and 
2643	2650	GO:0007601	vision.	visual	vision.
2661	2665	GO:0004239	maps	obsolete	duct
2651	2669	GO:0007602	Phototransduction,	phototransduction	Phototransduction,
2682	2688	GO:0023052	signal	signaling	signal
2710	2725	GO:0006351	transcriptional	transcription,	ing a single ph
2740	2747	GO:0005488	binding	binding	is init
2753	2759	GO:0005623	cells.	cell	by the
2747	2773	GO:0008594	photoreceptor development.	photoreceptor	iated by the capture of li
2812	2817	GO:0005488	bound	binding	bound
2802	2817	GO:0006351	transcriptional	transcription,	romophore bound
2825	2830	GO:0007602	opsin	phototransduction	opsin
2825	2830	GO:0015053	opsin	obsolete	opsin
2825	2830	GO:0016918	opsin	retinal	opsin
2825	2830	GO:0009881	opsin	photoreceptor	opsin
2825	2830	GO:0046876	opsin	3,4-didehydroretinal	opsin
2834	2839	GO:0005623	cells	cell	teins
2831	2840	GO:0003675	proteins:	obsolete	proteins:
2868	2874	GO:0007602	opsins	phototransduction	opsins
2868	2874	GO:0015053	opsins	obsolete	opsins
2868	2874	GO:0016918	opsins	retinal	opsins
2868	2874	GO:0009881	opsins	photoreceptor	opsins
2868	2874	GO:0046876	opsins	3,4-didehydroretinal	opsins
2889	2897	GO:0003675	proteins	obsolete	proteins
2913	2930	GO:0007602	phototransduction	phototransduction	phototransduction
2933	2939	GO:0040007	growth	growth	e loca
2936	2949	GO:0006351	transcription	transcription,	ocated in an 
2999	3003	GO:0031672	band	A	ure,
