StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
5	17	GO:0051179	localization	localization	mal-Specific
19	31	GO:0051179	localization	localization	oublesex Hom
27	32	GO:0005623	cells	cell	 Homo
35	44	GO:0000240	diplotene	diplotene	 Associat
45	51	GO:0005623	cells.	cell	s with
47	54	GO:0051321	meiotic	meiotic	with Ma
47	54	GO:0007126	meiotic	meiotic	with Ma
59	63	GO:0005623	cell	cell	x Ch
57	70	GO:0001739	Sex Chromatin	sex	Sex Chromatin
67	76	GO:0000785	chromatin	chromatin	tin and I
91	103	GO:0007140	Male Meiosis	male	Male Meiosis
97	110	GO:0001739	sex chromatin	sex	eiosis Abstra
115	120	GO:0005623	cells	cell	metog
115	122	GO:0001741	XY body	XY	metogen
113	126	GO:0048229	Gametogenesis	gametophyte	Gametogenesis
113	126	GO:0007276	Gametogenesis	gamete	Gametogenesis
124	133	GO:0097194	apoptosis	execution	is is a s
124	133	GO:0006915	apoptosis	apoptotic	is is a s
128	136	GO:0003823	antibody	antigen	s a sexu
128	136	GO:0019815	antibody	B	s a sexu
128	136	GO:0042571	antibody	immunoglobulin	s a sexu
138	142	GO:0005623	cell	cell	ly d
137	150	GO:0001739	sex chromatin	sex	lly dimorphic
165	177	GO:0051179	localization	localization	ing profound
171	184	GO:0001739	sex chromatin	sex	ofound differ
181	190	GO:0000240	diplotene	diplotene	ferences 
191	197	GO:0005623	cells.	cell	n germ
197	202	GO:0005623	cells	cell	 cell
195	205	GO:0002177	manchette.	manchette	rm cell di
205	209	GO:0005623	cell	cell	ffer
198	218	GO:0030154	cell differentiation	cell	cell differentiation
212	227	GO:0007283	Spermatogenesis	spermatogenesis	iation between 
221	230	GO:0097194	apoptosis	execution	tween the
221	230	GO:0006915	apoptosis	apoptotic	tween the
221	233	GO:0051179	localization	localization	tween the se
239	246	GO:0097649	tubules	A	n mamma
252	256	GO:0005623	cell	cell	e pr
254	262	GO:0001741	XY body.	XY	presence
255	268	GO:0001739	sex chromatin	sex	resence of he
267	272	GO:0005623	cells	cell	etero
282	291	GO:0030849	autosomes	autosome	x chromos
280	295	GO:0000803	sex chromosomes	sex	sex chromosomes
289	296	GO:0001741	XY body	XY	osomes 
281	305	GO:0032502	developmental processes,	developmental	ex chromosomes in males 
299	307	GO:0003823	antibody	antigen	males cr
299	307	GO:0019815	antibody	B	males cr
299	307	GO:0042571	antibody	immunoglobulin	males cr
302	307	GO:0005623	cell,	cell	es cr
303	317	GO:0001739	(sex chromatin	sex	s creates addi
334	345	GO:0032502	development	developmental	ic challeng
336	346	GO:0097194	apoptosis)	execution	 challenge
336	346	GO:0006915	apoptosis)	apoptotic	 challenge
337	347	GO:0097194	apoptosis.	execution	challenges
337	347	GO:0006915	apoptosis.	apoptotic	challenges
340	349	GO:0000237	leptotene	leptotene	llenges, 
370	379	GO:0000240	diplotene	diplotene	X and Y p
380	384	GO:0005623	cell	cell	irin
393	400	GO:0051321	meiotic	meiotic	meiotic
393	400	GO:0007126	meiotic	meiotic	meiotic
401	410	GO:0051324	prophase.	prophase	prophase.
395	412	GO:0005604	basement membrane	basement	iotic prophase. T
407	412	GO:0005623	cells	cell	se. T
419	424	GO:0005623	cells	cell	ggers
422	430	GO:0001741	XY body.	XY	rs forma
418	431	GO:0001739	sex chromatin	sex	iggers format
425	434	GO:0009058	formation	biosynthetic	formation
440	463	GO:1990343	heterochromatin domain,	heterochromatin	heterochromatin domain,
462	472	GO:0097194	apoptosis.	execution	, the XY b
462	472	GO:0006915	apoptosis.	apoptotic	, the XY b
468	476	GO:0001741	XY body.	XY	XY body.
481	488	GO:0001741	XY body	XY	XY body
483	488	GO:0007618	mated	mating	 body
483	488	GO:1990277	mated	parasexual	 body
483	488	GO:0000747	mated	conjugation	 body
483	488	GO:0009291	mated	unidirectional	 body
485	490	GO:0005623	cells	cell	ody d
509	514	GO:0005623	cells	cell	ropha
508	517	GO:0051324	prophase,	prophase	prophase,
511	524	GO:0001739	sex chromatin	sex	phase, but sp
525	538	GO:0001739	sex chromatin	sex	cialized sex 
534	547	GO:0001739	sex chromatin	sex	sex chromatin
562	569	GO:0097649	tubules	A	 furthe
595	600	GO:0005623	cells	cell	iosis
593	601	GO:0051321	meiosis.	meiotic	meiosis.
593	601	GO:0007126	meiosis.	meiotic	meiosis.
594	602	GO:0003823	antibody	antigen	eiosis. 
594	602	GO:0019815	antibody	B	eiosis. 
594	602	GO:0042571	antibody	immunoglobulin	eiosis. 
625	632	GO:0003675	protein	obsolete	e funct
646	655	GO:0000239	pachytene	pachytene	a mammal-
659	668	GO:0001741	XY Bodies	XY	ific prot
664	671	GO:0003675	protein	obsolete	protein
667	672	GO:0005623	cells	cell	tein 
680	686	GO:0007618	Mating	mating	to the
680	686	GO:1990277	Mating	parasexual	to the
680	686	GO:0000747	Mating	conjugation	to the
680	686	GO:0009291	Mating	unidirectional	to the
691	700	GO:0097194	apoptosis	execution	rtebrate 
691	700	GO:0006915	apoptosis	apoptotic	rtebrate 
699	704	GO:0005623	Cells	cell	 sexu
697	705	GO:0003675	proteins	obsolete	te sexua
750	758	GO:0001741	XY body,	XY	t DMRT7 
766	771	GO:0005623	cells	cell	tiall
790	797	GO:0001741	XY body	XY	XY body
801	808	GO:0051321	meiosis	meiotic	the pac
801	808	GO:0007126	meiosis	meiotic	the pac
805	814	GO:0000239	pachytene	pachytene	pachytene
812	824	GO:0000806	Y chromosome	Y	ne stage of 
820	829	GO:0000239	pachytene	pachytene	 of meiot
824	831	GO:0051321	meiotic	meiotic	meiotic
824	831	GO:0007126	meiotic	meiotic	meiotic
832	840	GO:0051324	prophase	prophase	prophase
864	868	GO:0005623	cell	cell	e me
861	874	GO:0007140	male meiosis.	male	male meiosis.
865	874	GO:0003675	proteins,	obsolete	 meiosis.
871	876	GO:0005623	cells	cell	is. I
885	892	GO:0051321	meiotic	meiotic	utants,
885	892	GO:0007126	meiotic	meiotic	utants,
893	900	GO:0051321	meiotic	meiotic	meiotic
893	900	GO:0007126	meiotic	meiotic	meiotic
898	902	GO:0005623	cell	cell	ic p
895	908	GO:0006351	transcription	transcription,	iotic pairing
936	943	GO:0051321	meiotic	meiotic	rmal, a
