StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
8	16	GO:0045292	splicing	mRNA	receptor
109	117	GO:0045292	splicing	mRNA	ate spli
113	121	GO:0045292	splicing	mRNA	splicing
130	147	GO:0006310	DNA recombination	DNA	ual expression le
211	219	GO:0045292	splicing	mRNA	ly 1,500
268	275	GO:0003675	protein	obsolete	ence co
313	319	GO:0045292	splice	mRNA	le for
310	324	GO:0003823	immunoglobulin	antigen	lable for very
584	592	GO:0045292	splicing	mRNA	omoter r
609	617	GO:0045292	splicing	mRNA	Backgrou
640	656	GO:0071025	RNA surveillance	RNA	or gene family i
677	681	GO:0005623	cell	cell	in t
705	720	GO:0006351	transcriptional	transcription,	vious computati
762	768	GO:0045292	splice	mRNA	y 1,50
830	837	GO:0003675	protein	obsolete	ing olf
850	856	GO:0045292	splice	mRNA	on is 
855	870	GO:0006351	transcriptional	transcription,	 available for 
871	881	GO:0065007	regulation	biological	ery few ol
932	938	GO:0045292	splice	mRNA	factor
964	968	GO:0005623	cell	cell	to o
997	1012	GO:0006351	transcriptional	transcription,	essed sequence 
1253	1258	GO:0005623	cells	cell	400 g
1292	1300	GO:0045292	splicing	mRNA	rm expre
1295	1300	GO:0005623	cell.	cell	expre
1292	1320	GO:0008134	transcription factor binding	transcription	rm expression level differen
1413	1420	GO:0023052	signal.	signaling	iffer b
1460	1467	GO:0045292	spliced	mRNA	fold. D
1490	1498	GO:0023052	signals,	signaling	 pair ar
1540	1545	GO:0005623	cells	cell	f exp
1553	1558	GO:0005623	cells	cell	cells
1585	1593	GO:0045292	splicing	mRNA	els per 
1604	1609	GO:0005623	cell.	cell	cell.
1643	1652	GO:0045292	splicing,	mRNA	receptors
1668	1672	GO:0005623	cell	cell	e tr
1666	1675	GO:0045292	splicing.	mRNA	ple trans
1690	1701	GO:0032502	development	developmental	ants, with 
1706	1721	GO:0006351	transcriptional	transcription,	native isoforms
1793	1801	GO:0045292	splicing	mRNA	plice si
