StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
15	22	GO:0003675	protein	obsolete	fects T
27	32	GO:0005623	cells	cell	blast
33	44	GO:0032502	Development	developmental	Development
81	88	GO:0003675	protein	obsolete	 Extrae
109	120	GO:0016049	cell growth	cell	ract ATRX i
142	153	GO:0007049	cell cycle.	cell	of the SNF2
152	161	GO:0003823	antibody.	antigen	2 family 
152	161	GO:0019815	antibody.	B	2 family 
152	161	GO:0042571	antibody.	immunoglobulin	2 family 
143	166	GO:0042981	regulation of apoptosis	regulation	f the SNF2 family of AT
170	175	GO:0005623	cells	cell	/heli
180	188	GO:0003675	proteins	obsolete	proteins
187	197	GO:0065007	regulatory	biological	s thought 
209	224	GO:0010467	gene expression	gene	gene expression
219	224	GO:0005623	cells	cell	ssion
237	242	GO:0005623	cells	cell	 chro
238	247	GO:0000785	chromatin	chromatin	chromatin
246	250	GO:0005623	cell	cell	n at
260	268	GO:0003675	protein)	obsolete	ci. Muta
273	281	GO:0003823	antibody	antigen	 in ATRX
273	281	GO:0019815	antibody	B	 in ATRX
273	281	GO:0042571	antibody	immunoglobulin	 in ATRX
321	326	GO:0005623	cells	cell	eneti
334	347	GO:0009793	embryogenesis	embryo	e associated 
334	347	GO:0009792	embryogenesis	embryo	e associated 
334	347	GO:0009790	embryogenesis	embryo	e associated 
357	362	GO:0005623	cells	cell	ts in
368	377	GO:0003675	proteins.	obsolete	proteins.
379	387	GO:0016020	membrane	membrane	o better
384	406	GO:0006915	induction of apoptosis	apoptotic	ter understand the rol
419	430	GO:0032502	development	developmental	development
425	432	GO:0007067	mitosis	mitotic	pment a
459	464	GO:0031672	bands	A	ties 
476	480	GO:0005623	cell	cell	 (al
496	511	GO:0006351	transcriptional	transcription,	mental retardat
512	518	GO:0005623	cells,	cell	on, X-
523	532	GO:0097194	apoptosis	execution	d) syndro
523	532	GO:0006915	apoptosis	apoptotic	d) syndro
523	533	GO:0065007	regulation	biological	d) syndrom
562	575	GO:0006351	transcription	transcription,	ed the homolo
573	580	GO:0007067	mitotic	mitotic	log in 
580	585	GO:0005623	cells	cell	mice,
580	603	GO:0006415	translation termination	translational	mice, Atrx, at the 8- t
604	611	GO:0023052	signals	signaling	 16-cel
604	612	GO:0016020	membrane	membrane	 16-cell
595	619	GO:0048468	terminal differentiation	cell	the 8- to 16-cell stage 
622	634	GO:0032502	development.	developmental	development.
613	638	GO:0048468	terminal differentiation.	cell	stage of development. The
639	647	GO:0003675	protein,	obsolete	protein,
649	656	GO:0003675	protein	obsolete	trx, wa
669	673	GO:0005623	cell	cell	y ex
670	681	GO:0032502	Development	developmental	 expressed,
706	717	GO:0032502	development	developmental	r Atrx impl
726	732	GO:0005623	cells,	cell	 gastr
772	791	GO:0001835	blastocysts hatched	blastocyst	nd 9.5 days postcoi
789	798	GO:0097194	Apoptosis	execution	oitus due
789	798	GO:0006915	Apoptosis	apoptotic	oitus due
796	802	GO:0016265	death,	death	ue to 
801	815	GO:0035805	zona pellucida	egg	 a defect in f
807	815	GO:0003823	antibody	antigen	ect in f
807	815	GO:0019815	antibody	B	ect in f
807	815	GO:0042571	antibody	immunoglobulin	ect in f
814	823	GO:0009058	formation	biosynthetic	formation
832	837	GO:0005623	Cells	cell	xtrae
833	838	GO:0007618	mated	mating	traem
833	838	GO:1990277	mated	parasexual	traem
833	838	GO:0000747	mated	conjugation	traem
833	838	GO:0009291	mated	unidirectional	traem
858	863	GO:0005623	cells	cell	 one 
943	953	GO:0005694	chromosome	chromosome	r female m
983	991	GO:0003823	antibody	antigen	ll allel
983	991	GO:0019815	antibody	B	ll allel
983	991	GO:0042571	antibody	immunoglobulin	ll allel
983	991	GO:0042600	chorion;	chorion	ll allel
1028	1039	GO:0032502	development	developmental	nal X chrom
1032	1044	GO:0000805	X chromosome	X	X chromosome
1042	1049	GO:0003675	protein	obsolete	me is n
1042	1051	GO:0097194	apoptotic	execution	me is nor
1042	1051	GO:0006915	apoptotic	apoptotic	me is nor
1087	1096	GO:0097194	apoptotic	execution	tissues. 
1087	1096	GO:0006915	apoptotic	apoptotic	tissues. 
1138	1144	GO:0040007	Growth	growth	s esta
1149	1160	GO:0032259	Methylation	methylation	ed a normal
1158	1168	GO:0005694	chromosome	chromosome	al placent
1184	1189	GO:0005623	Cells	cell	o esc
1222	1226	GO:0005623	cell	cell	d X-
