StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
10	25	GO:0010467	Gene Expression	gene	ental Switch in
23	33	GO:0023052	signaling,	signaling	in the Res
34	45	GO:0032502	development	developmental	onse of DRG
45	50	GO:0005623	cells	cell	 Neur
54	62	GO:0003675	proteins	obsolete	to ETS T
66	79	GO:0005163	Neurotrophins	nerve	cription Fact
66	79	GO:0005165	Neurotrophins	neurotrophin	cription Fact
82	91	GO:0023052	Signaling	signaling	Signaling
79	93	GO:0019230	proprioceptive	proprioception	or Signaling A
126	136	GO:0008219	cell death	cell	tors of th
165	188	GO:0030182	neuron differentiation.	neuron	in subpopulations of do
179	189	GO:0023052	signaling,	signaling	ons of dor
181	192	GO:0060384	innervation	innervation	s of dorsal
205	210	GO:0005623	cells	cell	n (DR
223	230	GO:0043336	resting	site-specific	d spina
241	254	GO:0030484	muscle fibers	obsolete	rons by targe
241	254	GO:0043292	muscle fibers	contractile	rons by targe
287	300	GO:0006351	transcription	transcription,	on controls l
312	325	GO:0005883	neurofilament	neurofilament	of neuronal d
343	357	GO:0019230	proprioceptive	proprioception	h as target in
363	377	GO:0019230	proprioceptive	proprioception	 and branching
387	401	GO:0019230	proprioceptive	proprioception	 show that the
404	409	GO:0030424	axons	axon	te on
410	424	GO:0019230	proprioceptive	proprioception	et of ETS gene
420	435	GO:0010467	gene expression	gene	gene expression
491	500	GO:0023052	signaling	signaling	ifferenti
483	506	GO:0030182	neuron differentiation.	neuron	neuron differentiation.
511	526	GO:0010467	Gene Expression	gene	rovide genetic 
554	563	GO:0023052	Signaling	signaling	recocious
567	571	GO:0005488	bind	binding	 exp
650	674	GO:0048468	terminal differentiation	cell	terminal differentiation
701	718	GO:0031175	Neurite Outgrowth	neuron	nce on neurotroph
765	796	GO:2000144	Transcriptional transactivation	positive	t DRG sensory neurons exhibit a
783	797	GO:0019230	proprioceptive	proprioception	ons exhibit a 
858	869	GO:0003823	antibodies,	antigen	t responses
858	869	GO:0019815	antibodies,	B	t responses
858	869	GO:0042571	antibodies,	immunoglobulin	t responses
841	872	GO:2000144	transcriptional transactivation	positive	vealed by distinct responses to
898	907	GO:0023052	signaling	signaling	signaling
899	918	GO:0070997	neuronal cell death	neuron	ignaling at sequent
959	963	GO:0005623	cell	cell	ctio
959	968	GO:0023052	Signaling	signaling	ction Neu
1000	1009	GO:0023052	signaling	signaling	acted pro
1052	1069	GO:0031175	neurite outgrowth	neuron	xpress distinct c
1079	1090	GO:0003677	DNA binding	DNA	d molecular
1076	1093	GO:0031175	neurite outgrowth	neuron	 and molecular pr
1082	1096	GO:0019230	Proprioceptive	proprioception	olecular progr
1156	1160	GO:0030424	axon	axon	axon
1182	1186	GO:0005623	cell	cell	 ter
1207	1222	GO:0010467	gene expression	gene	finally synapto
1215	1228	GO:0005622	intracellular	intracellular	synaptogenesi
1215	1230	GO:0007416	synaptogenesis.	synapse	synaptogenesis.
1226	1235	GO:0097194	apoptotic	execution	sis. Many
1226	1235	GO:0006915	apoptotic	apoptotic	sis. Many
1240	1255	GO:2000144	transactivation	positive	rtant aspects o
1309	1324	GO:0006351	transcriptional	transcription,	 expression of 
1324	1337	GO:0005163	neurotrophins	nerve	transcription
1324	1337	GO:0005165	neurotrophins	neurotrophin	transcription
1360	1364	GO:0005623	cell	cell	cell
1369	1384	GO:2000144	transactivation	positive	es, whereas oth
1373	1390	GO:0031175	neurite outgrowth	neuron	whereas others de
1426	1436	GO:0007049	cell cycle	cell	cell cycle
1437	1444	GO:0003675	protein	obsolete	exit [1
1498	1513	GO:0006351	transcriptional	transcription,	transcriptional
1511	1516	GO:0005623	cells	cell	al pr
1541	1546	GO:0005623	cells	cell	lopme
1552	1559	GO:0003675	protein	obsolete	tages, 
1550	1564	GO:0019230	proprioceptive	proprioception	 stages, well 
1565	1576	GO:0003823	antibodies:	antigen	fter cell c
1565	1576	GO:0019815	antibodies:	B	fter cell c
1565	1576	GO:0042571	antibodies:	immunoglobulin	fter cell c
1570	1580	GO:0007049	cell cycle	cell	cell cycle
1609	1627	GO:0031175	neurite outgrowth.	neuron	n the progression 
1657	1664	GO:0003675	protein	obsolete	d circu
1673	1680	GO:0003675	protein	obsolete	ly has 
1729	1746	GO:0031175	neurite outgrowth	neuron	y neurons of dors
1750	1755	GO:0005623	Cells	cell	oot g
1747	1761	GO:0019230	proprioceptive	proprioception	l root ganglia
1833	1847	GO:0019230	proprioceptive	proprioception	t specify neur
1853	1868	GO:0006351	transcriptional	transcription,	ate [2,3], as w
1873	1888	GO:0010467	Gene Expression	gene	s the involveme
1889	1906	GO:0031175	neurite outgrowth	neuron	t of late target-
1945	1954	GO:0023052	Signaling	signaling	trol of n
1941	1963	GO:0030182	neuron differentiation	neuron	 control of neuronal s
1995	2009	GO:0019230	proprioceptive	proprioception	 begun to emer
2077	2091	GO:0019230	proprioceptive	proprioception	 aspects of ne
2136	2144	GO:0043005	neurites	neuron	, geneti
2181	2198	GO:0031175	neurite outgrowth	neuron	ival-independent 
2192	2202	GO:0003823	Antibodies	antigen	ndent role
2192	2202	GO:0019815	Antibodies	B	ndent role
2192	2202	GO:0042571	Antibodies	immunoglobulin	ndent role
2202	2217	GO:0006351	transcriptional	transcription,	 of neurotrophi
2234	2245	GO:0032502	development	developmental	development
2250	2264	GO:0019230	proprioceptive	proprioception	xploiting stra
2274	2285	GO:0044297	cell bodies	cell	e defective
2294	2306	GO:0005163	neurotrophin	nerve	neurotrophin
2294	2306	GO:0005165	neurotrophin	neurotrophin	neurotrophin
2307	2316	GO:0023052	signaling	signaling	signaling
2323	2335	GO:0005163	neurotrophin	nerve	 the functio
2323	2335	GO:0005165	neurotrophin	neurotrophin	 the functio
2368	2382	GO:0019230	proprioceptive	proprioception	,9]. These stu
2408	2423	GO:0006351	transcriptional	transcription,	vealed that neu
2420	2432	GO:0005163	neurotrophin	nerve	neurotrophin
2420	2432	GO:0005165	neurotrophin	neurotrophin	neurotrophin
2433	2442	GO:0023052	signaling	signaling	signaling
2456	2470	GO:0019230	proprioceptive	proprioception	acquisition of
2479	2511	GO:0043687	post-translational modifications	post-translational	gic traits in nociceptive DRG ne
2501	2511	GO:0007049	cell cycle	cell	ive DRG ne
2543	2554	GO:0060384	innervation	innervation	innervation
2580	2595	GO:0006351	transcriptional	transcription,	transcriptional
2614	2628	GO:0019230	proprioceptive	proprioception	s, however, ha
2677	2692	GO:0010467	gene expression	gene	t the cell cycl
2683	2694	GO:0007049	cell cycle.	cell	cell cycle.
2691	2706	GO:0006351	transcriptional	transcription,	le. An emerging
2700	2714	GO:0019230	proprioceptive	proprioception	erging princip
2766	2780	GO:0019230	proprioceptive	proprioception	arget-derived 
2787	2795	GO:0003675	protein,	obsolete	 play a 
2834	2849	GO:0006351	transcriptional	transcription,	transcriptional
2863	2872	GO:0023052	signaling	signaling	. In Dros
2881	2890	GO:0023052	Signaling	signaling	etrograde
2895	2902	GO:0023052	signals	signaling	signals
2889	2904	GO:0006351	transcriptional	transcription,	e BMP signals f
2899	2914	GO:0010467	Gene Expression	gene	als from the ta
2905	2915	GO:0065007	regulation	biological	om the tar
2938	2962	GO:0048468	terminal differentiation	cell	terminal differentiation
2932	2963	GO:2000144	Transcriptional transactivation	positive	l the terminal differentiation 
2963	2971	GO:0043005	neurites	neuron	of a sub
2982	2997	GO:0006351	transcriptional	transcription,	of peptidergic 
