StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MyTerm
13	31	GO:0008584	testis development	male	 Act as Antagonist
34	41	GO:0023052	Signals	signaling	Signals
64	81	GO:0007530	Sex Determination	sex	Sex Determination
106	116	GO:0065007	regulatory	biological	ing member
137	145	GO:0003675	protein,	obsolete	ated MMT
174	198	GO:0005104	fibroblast growth factor	fibroblast	fibroblast growth factor
205	223	GO:0008283	cell proliferation	cell	families coordinat
225	232	GO:0040007	growth,	growth	growth,
233	247	GO:0009653	morphogenesis,	anatomical	morphogenesis,
254	264	GO:0065007	regulatory	biological	fferentiat
286	291	GO:0005623	cells	cell	cells
299	311	GO:0032502	development.	developmental	development.
319	328	GO:0023052	signaling	signaling	mouse, Fg
387	405	GO:0007530	sex determination.	sex	sex determination.
484	492	GO:0023052	signals,	signaling	 testis 
494	499	GO:0005623	cells	cell	velop
485	503	GO:0008584	testis development	male	testis development
558	565	GO:0023052	signals	signaling	signals
691	704	GO:0006351	Transcription	transcription,	rowth factor 
738	745	GO:0023052	signals	signaling	signals
740	748	GO:0003675	proteins	obsolete	gnals to
758	776	GO:0007530	sex determination.	sex	sex determination.
756	776	GO:0031012	extracellular matrix	extracellular	e sex determination.
1089	1096	GO:0023052	signals	signaling	onad is
1106	1115	GO:0023052	signaling	signaling	d by anta
1132	1142	GO:0008219	cell death	cell	f9 and Wnt
1147	1154	GO:0023052	signals	signaling	e role 
1172	1180	GO:0003823	antibody	antigen	terminin
1172	1180	GO:0019815	antibody	B	terminin
1172	1180	GO:0042571	antibody	immunoglobulin	terminin
1173	1182	GO:0097194	apoptotic	execution	ermining 
1173	1182	GO:0006915	apoptotic	apoptotic	ermining 
1197	1204	GO:0040007	growth,	growth	he case
1205	1219	GO:0009653	morphogenesis,	anatomical	of mammals—is 
1274	1282	GO:0023052	signals.	signaling	signals.
1274	1284	GO:0005694	Chromosome	chromosome	signals. I
1297	1314	GO:0007530	sex determination	sex	sex determination
1317	1326	GO:0097194	apoptotic	execution	 other ve
1317	1326	GO:0006915	apoptotic	apoptotic	 other ve
1327	1332	GO:0005623	cells	cell	tebra
1351	1359	GO:0003823	antibody	antigen	ough any
1351	1359	GO:0019815	antibody	B	ough any
1351	1359	GO:0042571	antibody	immunoglobulin	ough any
1400	1407	GO:0003675	protein	obsolete	een the
1414	1433	GO:0007165	signaling pathways.	signal	signaling pathways.
1415	1433	GO:0008406	gonad development.	gonad	ignaling pathways.
1414	1438	GO:0005104	fibroblast growth factor	fibroblast	signaling pathways. Intr
1439	1446	GO:0003675	protein	obsolete	duction
1451	1462	GO:0032502	development	developmental	development
1570	1578	GO:0003823	antibody	antigen	present 
1570	1578	GO:0019815	antibody	B	present 
1570	1578	GO:0042571	antibody	immunoglobulin	present 
1550	1578	GO:0060008	Sertoli cell differentiation	Sertoli	 testis and ovary represent 
1604	1609	GO:0005623	cells	cell	devel
1604	1615	GO:0032502	development	developmental	development
1610	1617	GO:0003675	protein	obsolete	pment f
1644	1649	GO:0005623	cells	cell	ic go
1648	1654	GO:0023052	signal	signaling	onad. 
1690	1701	GO:0032502	development	developmental	development
1713	1720	GO:0003675	protein	obsolete	d is hi
1730	1736	GO:0005623	cells,	cell	se amo
1750	1768	GO:0008406	gonad development.	gonad	wever, the underly
1883	1896	GO:0005886	cell membrane	plasma	s, the embryo
1909	1915	GO:0023052	signal	signaling	made u
1950	1967	GO:0007530	sex determination	sex	ls and somatic ce
2017	2022	GO:0005623	cells	cell	cells
2035	2063	GO:0060008	Sertoli cell differentiation	Sertoli	 to be bipotential, and can 
2059	2068	GO:0023052	signaling	signaling	can diffe
2080	2089	GO:0009058	formation	biosynthetic	o ovarian
2150	2155	GO:0005623	cells	cell	cells
2307	2324	GO:0007530	sex determination	sex	 (dosage-sensitiv
2329	2334	GO:0005623	cells	cell	 reve
2333	2337	GO:0005623	cell	cell	ersa
2382	2390	GO:0023052	signals.	signaling	on on th
2375	2393	GO:0008283	Cell Proliferation	cell	al region on the X
2393	2397	GO:0005623	cell	cell	 chr
2392	2404	GO:0000805	X chromosome	X	X chromosome
